-771.2,-1582.8
-816.9,-1634.0
-818.2
-818.0,-1638.4
abc6,-820.9
-813.3,-1639.9
-815.9,-816.4
-1640.3,-821.4
-822.4,-1636.2
-823.9,-1640.2
-816.2,-1637.3
-825.6,-1633.9
-822.1,-1633.5
-816.2,-1640.7
-1641.0,-820.2
-814.4,-822.2
-821.5,-816.9
-818.2,-1637.7
-813.8,-825.3
-823.5,-817.6
-1635.6,-813.4
-825.2,-825.0
-815.8,-1642.1
-825.3,-1643.9
-820.4,-818.9
-817.2,-1643.5
-1634.2,-821.0
-825.9,-815.0
-822.4,-817.6
-1640.5,-814.9
-820.6,-815.8
-1644.8,-823.7
-1638.4,-825.6
-1640.2,-822.3
-823.1,-1632.1
-1638.8,-818.3
-1640.8,-825.7
-816.3,-1641.8
-822.0,-813.3
-1643.7,-825.4
-821.7,-1636.4
-1635.1,-821.4
-823.4,-824.7
-1635.5,-816.9
-818.1,-823.1
-1634.7,-821.3
-1636.7,-820.8
-1640.0,-813.4
-815.1,-820.7
-814.4,-1639.1
-817.0,-825.9
-814.5,-824.5
-1634.6,-825.6
-823.7,-1632.6
-821.0,-1640.7
-816.1,-1632.7
-823.3,-1633.4
-820.0,-818.0
-825.9,-1641.7
-825.6,-1633.6
-818.1,-1636.4
-1636.2,-818.4
-1633.6,-823.6
-817.3,-822.2
-814.1,-815.7
-825.0,-813.8
-824.1,-818.8
-820.8,-1636.9
-1632.3,-825.6
-817.5,-813.4
-815.7,-1641.3
-822.8,-818.7
-1637.9,-816.8
-1636.1,-824.6
-814.3,-1640.1
-1638.7,-824.3
-1644.2,-816.9
-818.1,-1635.7
-823.4,-1632.3
-1642.8,-823.1
-818.5,-1644.0
-1633.2,-820.0
-823.2,-1636.6
-817.2,-1641.2
-821.4,-1641.5
-815.3,-825.7
-813.4,-819.8
-821.7,-1637.0
-1644.3,-814.0
-1635.5,-824.2
-816.9,-814.1
-1643.2,-823.0
-1643.0,-820.6
-817.3,-820.8
-823.5,-1639.4
-815.2,-818.0
-817.8,-1639.3
-825.2,-1635.7
-1641.8,-824.4
-813.4,-822.3
-823.5,-816.2
-822.0,-1639.7
-1633.9,-1632.2
-1638.1,-1644.1
-1632.6,-1636.9
-819.7,-815.2
-817.6,-1641.2
-1633.4,-1636.9
-822.3,-821.0
-819.7,-819.9
-1641.8,-1636.4
-825.5,-1634.1
-815.9,-822.8
-820.2,-813.4
-1637.6,-1633.4
-822.5,-1643.4
-816.5,-1643.2
-819.8,-817.4
-817.0,-818.1
-822.1,-825.0
-824.2,-1637.4
-1644.4,-1639.0
-820.4,-1638.2
-822.6,-1644.0
-816.2,-819.6
-825.6,-821.9
-817.8,-824.7
-1638.5,-1643.4
-817.6,-1642.4
-814.0,-1634.0
-1641.1,-1637.8
-1638.4,-1635.9
-821.1,-819.4
-814.7,-825.3
-824.5,-818.6
-819.5,-1632.6
-820.9,-1636.3
-1638.6,-1637.9
-818.3,-1644.8
-816.2,-821.6
-815.0,-822.2
-825.0,-1644.2
-824.6,-1635.7
-1644.0,-1641.3
-1643.1,-1635.0
-823.6,-823.0
-1638.3,-1633.5
-820.7,-1638.4
-1641.0,-1632.9
-1636.3,-1636.6
-819.5,-822.3
-825.0,-821.3
-1639.9,-1641.5
-814.8,-820.7
-823.5,-1636.1
-825.5,-818.7
-825.9,-819.9
-815.0,-820.5
-818.0,-1637.0
-1636.5,-1633.3
-1634.6,-1640.5
-815.0,-1636.2
-823.9,-1637.6
-1635.2,-1642.0
-1642.2,-1644.2
-814.7,-821.9
-821.4,-823.1
-1637.0,-1637.0
-815.5,-817.1
-820.7,-813.6
-1635.1,-1633.1
-822.8,-1635.4
-813.9,-815.1
-1634.5,-1635.0
-814.3,-1634.5
-1638.5,-1637.7
-1642.3,-1633.7
-813.7,-824.6
-819.0,-818.5
-825.7,-822.0
-1641.2,-1633.1
-1639.7,-1642.2
-1641.6,-1638.4
-819.1,-817.8
-821.9,-1638.1
-816.3,-1640.3
-1643.8,-1636.9
-1637.6,-1633.3
-819.9,-825.0
-1635.8,-1635.2
-1632.9,-1644.1
-815.3,-819.3
-821.7,-814.2
-814.2,-1634.1
-821.5,-822.3
-821.5,-825.2
-815.7,-814.4
-820.0,-1644.3
-822.3,-1641.6
-822.8,-821.4
-1637.9,-824.4
-815.1,-813.4
-1643.7,-1632.3
-1641.3,-1643.9
-1636.1,-1642.1
-1642.8,-819.6
-1634.5,-821.8
-1643.7,-1641.2
-1643.0,-823.1
-814.7,-814.0
-1643.7,-1643.9
-1633.6,-1643.7
-1636.2,-1642.4
-1633.7,-1635.4
-821.0,-821.4
-1644.7,-821.5
-1642.8,-1636.0
-815.5,-814.9
-1643.5,-1643.1
-1644.6,-815.0
-1637.8,-819.4
-1639.2,-1633.6
-825.9,-822.4
-1641.1,-1636.4
-1639.3,-820.2
-1632.8,-820.7
-822.3,-820.4
-1632.4,-822.3
-1642.5,-819.6
-1640.5,-1635.0
-814.3,-822.3
-1635.3,-821.4
-1639.1,-823.9
-1638.2,-820.7
-1639.5,-813.9
-822.2,-821.4
-1634.2,-816.0
-1639.0,-814.3
-1636.9,-1637.5
-1638.8,-820.6
-1635.0,-1644.0
-1641.4,-1643.4
-817.7,-818.3
-1638.9,-1639.4
-1639.9,-1632.6
-820.2,-822.8
-818.6,-819.9
-1634.1,-817.8
-821.7,-818.5
-816.4,-825.6
-1582.0,-1582.7
-1641.8,-821.1
-824.6,-824.4
-1642.4,-1637.2
-814.2,-821.3
-818.6,-823.7
-1640.0,-1638.7
-814.7,-814.6
-1643.6,-1633.3
-1638.4,-1642.2
-1643.8,-1635.3
-1636.0,-1642.1
-1644.7,-825.0
-1635.7,-819.6
-821.1,-814.9
-1641.2,-1639.2
-1640.8,-1634.8
-1632.7,-817.2
-821.8,-816.0
-824.7,-820.0
-1643.4,-1638.2
-1636.8,-823.6
-1636.3,-1634.4
-814.1,-815.3
-1644.2,-1639.2
-1635.8,-1643.0
-1633.7,-821.5
-1637.1,-823.3
-1639.3,-1644.6
-819.5,-821.6
-1642.5,-1637.2
-1639.7,-1639.9
-1640.0,-820.7
-1634.7,-814.2
-1637.2,-1644.5
-824.3,-821.5
-819.8,-817.0
-820.0,-824.3
-814.0,-820.4
-1635.7,-823.0
-1640.2,-823.4
-821.9,-814.8
-820.1,-824.4
-1638.1,-1638.7
-1636.5,-1636.2
-815.7,-824.1
-819.1,-826.0
-814.1,-825.0
-1639.7,-1644.3
-825.2,-1634.2
-1633.0,-1633.5
-1642.4,-820.0
-1636.5,-817.7
-1634.2,-817.9
-1642.0,-1632.8
-1643.6,-815.0
-1633.4,-1632.8
-1638.8,-1639.9
-1636.5,-816.6
-1635.8,-1640.9
-1639.1,-1643.5
-1644.8,-1633.2
-1632.7,-821.0
-1643.4,-820.6
-1632.4,-821.9
-1639.3,-1636.2
-1640.2,-822.2
-821.3,-1635.7
